summary	Translation	Positive	Negative	EmotionRationale
Starting this week Massachusetts will be moving forward with increasing the minimum wage The wage increase will begin Wednesday according to Bostoncom They report the wage increase will benefit four two zero six zero zero workers in Massachusetts The wage increase is part of the Grand Bargain bill which was passed in two zero one eight Slowly but surely state lawmakers will increase the wage from one one to one five The goal is to hit the new minimum wage by two zero two three but this is only part of the bigger plan 	Starting this week Massachusetts will be moving forward with increasing the minimum wage The wage increase will begin Wednesday according to Bostoncom They report the wage increase will benefit four two zero six zero zero workers in Massachusetts The wage increase is part of the Grand Bargain bill which was passed in two zero one eight Slowly but surely state lawmakers will increase the wage from one one to one five The goal is to hit the new minimum wage by two zero two three but this is only part of the bigger plan	2	-1	 Starting[0] this[0] week[0] Massachusetts[0] will[0] be[0] moving[0] forward[0] with[0] increasing[0] the[0] minimum[0] wage[0] The[0] wage[0] increase[0] will[0] begin[0] Wednesday[0] according[0] to[0] Bostoncom[0] They[0] report[0] the[0] wage[0] increase[0] will[0] benefit[0] four[0] two[0] zero[0] six[0] zero[0] zero[0] workers[0] in[0] Massachusetts[0] The[0] wage[0] increase[0] is[0] part[0] of[0] the[0] Grand[1] Bargain[0] bill[0] which[0] was[0] passed[0] in[0] two[0] zero[0] one[0] eight[0] Slowly[0] but[0] surely[0] state[0] lawmakers[0] will[0] increase[0] the[0] wage[0] from[0] one[0] one[0] to[0] one[0] five[0] The[0] goal[0] is[0] to[0] hit[0] the[0] new[0] minimum[0] wage[0] by[0] two[0] zero[0] two[0] three[0] but[0] this[0] is[0] only[0] part[0] of[0] the[0] bigger[0] plan[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
State media says the North Korean leader will seriously contemplate the interesting content 	State media says the North Korean leader will seriously contemplate the interesting content	2	-1	 State[0] media[0] says[0] the[0] North[0] Korean[0] leader[0] will[0] seriously[0] contemplate[0] the[0] interesting[1] content[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
State owned oil company Saudi Aramco said on Sunday it had exercised its greenshoe option to sell an additional four five zero million shares raising the size of its initial public offering IPO to a record two nine four billion	State owned oil company Saudi Aramco said on Sunday it had exercised its greenshoe option to sell an additional four five zero million shares raising the size of its initial public offering IPO to a record two nine four billion	1	-1	 State[0] owned[0] oil[0] company[0] Saudi[0] Aramco[0] said[0] on[0] Sunday[0] it[0] had[0] exercised[0] its[0] greenshoe[0] option[0] to[0] sell[0] an[0] additional[0] four[0] five[0] zero[0] million[0] shares[0] raising[0] the[0] size[0] of[0] its[0] initial[0] public[0] offering[0] IPO[0] to[0] a[0] record[0] two[0] nine[0] four[0] billion[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Stephen Fry also joins the new series in his first ever Doctor Who appearance	Stephen Fry also joins the new series in his first ever Doctor Who appearance	1	-1	 Stephen[0] Fry[0] also[0] joins[0] the[0] new[0] series[0] in[0] his[0] first[0] ever[0] Doctor[0] Who[0] appearance[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Stephen Lindridge admitted sending a series of inappropriate messages to girl but escapes classroom ban	Stephen Lindridge admitted sending a series of inappropriate messages to girl but escapes classroom ban	1	-1	 Stephen Lindridge admitted[0] sending a[0] series[0] of[0] inappropriate[0] messages[0] to girl[0] but escapes[0] classroom[0] ban[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Steve Hilton offered strong praise for President Trump Sunday after Irans apparent stand down in the latest confrontation between Washington and Tehran taking aim at the presidents Republican critics	Steve Hilton offered strong praise for President Trump Sunday after Irans apparent stand down in the latest confrontation between Washington and Tehran taking aim at the presidents Republican critics	3	-3	 Steve[0] Hilton[0] offered[0] strong[0] praise[2] for[0] President[0] Trump[0] Sunday[0] after Irans apparent[0] stand[0] down[0] in[0] the[0] latest[0] confrontation[-2] between[0] Washington[0] and[0] Tehran[0] taking[0] aim[0] at[0] the[0] presidents[0] Republican[0] critics[0] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
Steve Rogers Trump two zero two zero advisory board member and Joel Rubin former deputy assistant secretary of state under President Obama joins the debate	Steve Rogers Trump two zero two zero advisory board member and Joel Rubin former deputy assistant secretary of state under President Obama joins the debate	1	-1	 Steve[0] Rogers[0] Trump[0] two[0] zero[0] two[0] zero[0] advisory[0] board[0] member[0] and[0] Joel[0] Rubin[0] former[0] deputy[0] assistant[0] secretary[0] of[0] state[0] under[0] President[0] Obama[0] joins[0] the[0] debate[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Stocks keep reaching record highs Goldman Sachs is worried that leaves investors vulnerable to surprises The investment bank told clients this week that a near term correction in which the market slides at least one zero percent from a recent peak is looking much more probable The thinking Equity markets look increasingly exposed to disappointing earnings growth due to the new coronavirus outbreak Goldman warns The number of companies that have lowered their guidance on profits for the first quarter is still in line with past years But Apples surprise update this week that it wouldn t hit its revenue target has put investors on edge	Stocks keep reaching record highs Goldman Sachs is worried that leaves investors vulnerable to surprises The investment bank told clients this week that a near term correction in which the market slides at least one zero percent from a recent peak is looking much more probable The thinking Equity markets look increasingly exposed to disappointing earnings growth due to the new coronavirus outbreak Goldman warns The number of companies that have lowered their guidance on profits for the first quarter is still in line with past years But Apples surprise update this week that it wouldn t hit its revenue target has put investors on edge	2	-4	 Stocks[0] keep[0] reaching[0] record[0] highs[0] Goldman[0] Sachs[0] is[0] worried[-3] that[0] leaves[0] investors[0] vulnerable[-2] to[0] surprises[0] The[0] investment[0] bank[0] told[0] clients[0] this[0] week[0] that[0] a[0] near[0] term[0] correction[0] in[0] which[0] the[0] market[0] slides[0] at[0] least[0] one[0] zero[0] percent[0] from[0] a[0] recent[0] peak[0] is[0] looking[0] much[0] more[0] probable[0] The[0] thinking[0] Equity[0] markets[0] look[0] increasingly[0] exposed[-1] to[0] disappointing[-1] earnings[0] growth[0] due[0] to[0] the[0] new[0] coronavirus[0] outbreak[-1] Goldman[0] warns[0] The[0] number[0] of[0] companies[0] that[0] have[0] lowered[0] their[0] guidance[0] on[0] profits[1] for[0] the[0] first[0] quarter[0] is[0] still[0] in[0] line[0] with[0] past[0] years[0] But[0] Apples[0] surprise[0] update[0] this[0] week[0] that[0] it[0] wouldn[0] t[0] hit[0] its[0] revenue[0] [[Sentence=-4,2=word max, 1-5]][[[2,-4 max of sentences]]]
Stories links web extras and more from CBS News Sunday Morning 	Stories links web extras and more from CBS News Sunday Morning	1	-1	 Stories[0] links[0] web[0] extras[0] and[0] more[0] from[0] CBS[0] News[0] Sunday[0] Morning[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Streaming service Quibi is making its big debut at CES two zero two zero with a keynote given by CEO Meg Whitman and founder Jeffrey Katzenberg The team will show off the services Turnstyle technology and preview its content	Streaming service Quibi is making its big debut at CES two zero two zero with a keynote given by CEO Meg Whitman and founder Jeffrey Katzenberg The team will show off the services Turnstyle technology and preview its content	1	-2	 Streaming[0] service[0] Quibi[0] is[0] making[0] its[0] big[0] debut[0] at[0] CES[0] two[0] zero[0] two[0] zero[0] with[0] a[0] keynote[0] given[0] by[0] CEO[0] Meg[0] Whitman[0] and[0] founder[-1] Jeffrey[0] Katzenberg[0] The[0] team[0] will[0] show[0] off[0] the[0] services[0] Turnstyle[0] technology[0] and[0] preview[0] its[0] content[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Strong video shows lightning striking the plume of ash and steam coming from the Taal Volcanos eruption in the Philippines	Strong video shows lightning striking the plume of ash and steam coming from the Tal Volcanos eruption in the Philippines	1	-1	 Strong[0] video[0] shows[0] lightning[0] striking[0] the[0] plume[0] of[0] ash[0] and[0] steam[0] coming[0] from[0] the[0] Taal/Tal[0] Volcanos[0] eruption[0] in[0] the[0] Philippines[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Suddenly the message for the Duchess of Sussex has changed from Why are you here? to Where do you think you re going? And again some observers think racism is partly to blame	Suddenly the message for the Duchess of Sussex has changed from Why are you here?<br> to Where do you think you re going?<br> And again some observers think racism is partly to blame	1	-2	 Suddenly[0] the[0] message[0] for[0] the[0] Duchess[0] of[0] Sussex[0] has[0] changed[0] from[0] Why[0] are[0] you[0] here[0] [[Sentence=-1,1=word max, 1-5]] to[0] Where[0] do[0] you[0] think[0] you[0] re[0] going[0] [[Sentence=-1,1=word max, 1-5]] And[0] again[0] some[0] observers[0] think[0] racism[-1] is[0] partly[0] to[0] blame[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Surely a truly stable genius would not destroy priceless shrines mosques or architectural gems Probably not But then again maybe he would	Surely a truly stable genius would not destroy priceless shrines mosques or architectural gems Probably not But then again maybe he would	3	-4	 Surely[0] a[0] truly[1] stable[-1] genius[0] would[0] not[0] destroy[-2][NegatedDueToPreviousWord] priceless[3][NegatedDueToPreviousWord] shrines[0] mosques[0] or[0] architectural[0] gems[0] Probably[0] not[0] But[0] then[0] again[0] maybe[0] he[0] would[0] [[Sentence=-4,3=word max, 1-5]][[[3,-4 max of sentences]]]
Surprise visit comes as regional tensions intensify over Syrias ally Iran vowing response to Soleimanis killing	Surprise visit comes as regional tensions intensify over Syrias ally Iran vowing response to Soleimanis killing	1	-3	 Surprise[0] visit[0] comes[0] as[0] regional[0] tensions[-2] intensify[0] over[0] Syrias[0] ally[0] Iran[0] vowing[0] response[0] to[0] Soleimanis[0] killing[-1] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Surveillance footage shows the moment a Ukrainian airliner crashed just after takeoff outside of Tehran	Surveillance footage shows the moment a Ukrainian airliner crashed just after takeoff outside of Tehran	1	-1	 Surveillance[0] footage[0] shows[0] the[0] moment[0] a[0] Ukrainian[0] airliner[0] crashed[0] just[0] after[0] takeoff[0] outside[0] of[0] Tehran[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Susan Fowler wrote her last real line of code at Uber Its not that she hasnt tried since she left the company in two zero one six there was a Coursera course shed tried to take just to learn something new Its just that she got so anxious she couldnt even finish a simple program Do you miss it? Coding? I dont miss it because I associate it with so many of my negative experiences Fowler says She read Gretchen Carlsons book Be Fierce Stop Harassment and Take Your Power Back and one thing stuck out to her women who speak up about harassment in a profession never work in that profession again In her case its also true Fowler is no longer a software engineer 	Susan Fowler wrote her last real line of code at Uber Its not that she hasnt tried since she left the company in two zero one six there was a Coursera course shed tried to take just to learn something new Its just that she got so anxious she couldnt even finish a simple program Do you miss it?<br> Coding?<br> I dont miss it because I associate it with so many of my negative experiences Fowler says She read Gretchen Carlsons book Be Fierce Stop Harassment and Take Your Power Back and one thing stuck out to her women who speak up about harassment in a profession never work in that profession again In her case its also true Fowler is no longer a software engineer	2	-3	 Susan[0] Fowler[0] wrote[0] her[0] last[0] real[0] line[0] of[0] code[0] at[0] Uber[0] Its[0] not[0] that[0] she[0] hasnt[0] tried[0] since[0] she[0] left[0] the[0] company[0] in[0] two[0] zero[0] one[0] six[0] there[0] was[0] a[0] Coursera[0] course[0] shed[0] tried[0] to[0] take[0] just[0] to[0] learn[0] something[0] new[0] Its[0] just[0] that[0] she[0] got[0] so[0] anxious[-2] she[0] couldnt[0] even[0] finish[0] a[0] simple[0] program[0] Do[0] you[0] miss[-1] it[0] [[Sentence=-3,1=word max, 1-5]] [[changed to +2 due to 'miss']] Coding[0] [[Sentence=-1,1=word max, 1-5]] I[0] dont[0] miss[-1][NegatedDueToPreviousWord] it[0] because[0] I[0] associate[0] it[0] with[0] so[0] many[0] of[0] my[0] negative[-1] experiences[0] Fowler[0] says[0] She[0] read[0] Gretchen[0] Carlsons[0] book[0] Be[0] Fierce[-2] Stop[0] Harassment[-2] and[0] Take[0] Your[0] Power[0] Back[0] and[0] one[0] thing[0] stuck[0] out[0] to[0] her[0] women[0] who[0] speak[0] up[0] about[0] harassment[-2] in[0] a[0] profession[0] never[0] work[0] in[0] that[0] profession[0] again[0] In[0] her[0] case[0] its[0] also[0] true[1] Fowler[0] is[0] no[0] longer[0] a[0] software[0] engineer[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
Swarms of drone s have been flying over homes across several US states at night and police don t know why	Swarms of drone s have been flying over homes across several US states at night and police don t know why	1	-1	 Swarms[0] of[0] drone[0] s[0] have[0] been[0] flying[0] over[0] homes[0] across[0] several[0] US[0] states[0] at[0] night[0] and[0] police[0] don[0] t[0] know[0] why[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
