,,,,,,,,,,Sentiment Scores,,,,
Reuters,Reuters Editorial,Ukraine prosecutor investigating 'willful killing' in Iran plane crash,The Ukrainian prosecutor generals office said on Saturday it is investigating possible willful killing and aircraft destruction in its probe of the crash of a Ukrainian airliner in Iran,Neutral,-2,,,,,,,,,
Reuters,Rich McKay,"Conservative, liberal Methodists to split over gay marriage",The United Methodist Church plans to split into two later this year church officials said on Friday a schism that follows years of contention over whether the church should end its ban on same sex marriage and gay clergy,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,"U.S. accuses Russia, China of blocking U.N. statement on Baghdad embassy attack",The United States accused Russia and China on Monday of blocking a United Nations Security Council statement underscoring the inviolability of diplomatic and consular premises after a Dec three one attack on the US embassy in Baghdad,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,"U.S., China agree to have semi-annual talks aimed a reforms, resolving disputes: WSJ",The United States and China have agreed to having semi annual talks aimed at pushing for reforms in both countries and resolving disputes the Wall Street Journal reported on Saturday,Neutral,-1,,,,,,,,,
Reuters,Steve Holland,"U.S., China agree to semi-annual talks aimed at reforms, resolving disputes",The United States and China have agreed to restart semi annual talks aimed at resolving economic disputes between the two countries a process abandone d at the start of the Trump administration as a trade conflict between the countries escalated,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,U.S. and allies suspend training of Iraqi forces: Germany,The United States and its allies have suspended training of Iraqi forces due to the increased threat they face after a US air strike in Baghdad on Friday killed a top Iranian general the German military said in a letter seen by Reuters,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,Factbox: U.S. forces in Gulf region and Iraq,The United States and some other Western powers deploy weaponry and other military equipment in the Gulf to provide security to its allies in the oil producing region,Neutral,-2,,,,,,,,,
Reuters,Phil Stewart,U.S. targeted Iranian official in Yemen in failed strike: sources,The United States carried out a secret operation in Yemen that targeted but failed to kill an Iranian military official last week two US officials told Reuters on Friday,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,Top U.S. general: Soleimani was planning 'campaign' of violence against U.S.,The United States had clear unambiguous intelligence that a top Iranian general was planning a significant campaign of violence against the United States when it decided to strike him the top US general said on Friday warning Soleimanis plots might s,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,Iran's missile forces at heightened state of alert: U.S. official,The United States has detected a height ened state of alert by Irans missile forces across the country a US official told Reuters on Sunday adding it was unclear whether the higher readiness level was defensive in nature or not,Neutral,-2,,,,,,,,,
Reuters,Ahmed Aboulenein,Pentagon chief denies U.S. leaving Iraq; Tehran crowds mourn commander,The United States has no plans to pull American troops out of Iraq Defense Secretary Mark Esper said on Monday following reports by Reuters and other media of a US military letter informing Iraq officials about the repositioning of troops in preparation t,Neutral,-1,,,,,,,,,
Reuters,Ahmed Aboulenein,Pentagon chief denies U.S. is leaving Iraq; slain commander mourned by Tehran throngs,The United States has no plans to pull its troops out of Iraq Defense Secretary Mark Esper said on Monday following reports by Reuters and other media of an American military letter informing Iraqi officials about repositioning troops in preparation for lea,Neutral,-1,,,,,,,,,
Reuters,Reuters Editorial,U.S. committed to Kuwait's security: U.S. embassy statement,The United States is committed to the security of Middle East ally Kuwait the US Embassy in Kuwait said on Wednesday following Iranian missile attacks on US led forces in neighboring Iraq,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,Pentagon to deploy thousands of additional troops to Middle East,The United States is sending nearly three zero zero zero additional troops to the Middle East from the eight two nd Airborne Division as a precaution amid rising threats to American forces in the region the Pentagon said on Friday,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,Analyst View: What rising Middle East tensions mean for oil market,The United States launched an air strike against a leading Iranian military commander on Friday height ening fears of a conflict escalation in the Middle East that could hurt crude supplies in the region,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,U.S.-led coalition confirms attacks on Iraqi bases housing its troops,The United States led military coalition fighting Islamic State said early on Sunday that there were two attacks near Iraqi bases housing its troops on Saturday night but that none of its troops were harmed,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,China tells Iran foreign minister that U.S. should stop 'abusing' use of force,The United States should stop abusing the use of force and seek solutions via dialogue Chinas foreign minister said after a US air strike in Baghdad on Friday killed Irans most prominent military commander,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,Trump promises possibly 'disproportionate' response to any Iran attack,The United States will quickly strike back perhaps in a disproportionate manner if Iran strikes any American person or target US President Donald Trump said on Sunday,Neutral,-2,,,,,,,,,
Reuters,Reuters Editorial,"No draft, and definitely no draft by text message: U.S. Army warns of hoax",The US Army is not drafting young Americans and definitely not doing so by text message military officials said following a spate of hoax messages that sparked panicked phone calls and emails to recruiters this week,Neutral,-3,,,,,,,,,
Reuters,Reuters Editorial,Bernanke: Fed has ample clout to fight downturn if toolkit used properly,The US Federal Reserve still has enough clout to fight a future downturn but policymakers should state in advance the mix of policies and policy promises they plan to use to get the most bang for their buck former Fed chief Ben Bernanke said on Saturday,Neutral,-3,,,,,,,,,
Reuters,David Shepardson,U.S. believes Iran brought down Ukraine airliner with anti-aircraft missiles: officials,The US government believes Iran accidentally shot down a Ukraine airliner that crashed in Iran killing all one seven six people aboard three US officials told Reuters on Thursday,Neutral,-2,,,,,,,,,
Reuters,Patricia Zengerle,U.S. House votes to rein in Trump's war powers as U.S.-Iran tensions stay high,The US House of Representatives voted on Thursday to stop President Donald Trump from further military action against Iran as the Middle East remained tense after the US killing of a top Iranian commander and Irans retaliatory missile strikes,Neutral,-3,,,,,,,,,
Reuters,Ahmed Aboulenein,U.S. military tells Iraq it will withdraw; Tehran crowds mourn commander,The US military wrote to Iraq on Monday saying it would pull out of the country and would be repositioning forces over the next few days and weeks a letter seen by Reuters showed in the aftermath of an American drone strike that killed Iranian military co,Neutral,-4,,,,,,,,,
Reuters,Reuters Editorial,McConnell says U.S. Senate to move on unless House sends impeachment articles,The US Senate will move forward with its own legislative agenda next week unless it receives articles of impeachment against President Donald Trump from House Speaker Nancy Pelosi Senate Majority Leader Mitch McConnell said on Thursday,Neutral,-2,,,,,,,,,
Reuters,Lucia Mutikani,Falling imports push U.S. trade deficit to three-year low,The US trade deficit fell to a more than three year low in November as imports declined further likely weighed down by the Trump administrations trade war with China and exports rebounded suggesting the economy ended two zero one nine on solid footing,Neutral,-3,,,,,,,,,
Reuters,David Shepardson,White House gives lawmakers formal notice of Iraq strike amid complaints from Democrats,The White House sent to Congress on Saturday formal notification of Fridays US drone strike that killed a top Iranian general congressional aides said amid complaints from Democrats that President Donald Trump did not notify lawmakers or seek advance app,Neutral,-4,,,,,,,,,
